hostname,pid,uuid,birth_id,start_eval_time,stop_eval_time,fitness
thelio,109185,4f101bfd-6e0d-46b3-8e80-b4ce42c83183,30,1621528825.7978492,1621528832.2668223,0.002623312595047494
thelio,109185,98a00552-effc-4f2f-a54d-5028fd147d59,14,1621528825.7874336,1621528832.4490812,0.0032479403586920764
thelio,109472,f22f17dd-174a-4544-88bc-ceac85c1e1b9,13,1621528825.7869163,1621528832.466221,0.0028416537719556825
thelio,109472,e56a3a57-b9dc-4f5b-be2d-1d2da430721b,45,1621528825.8027585,1621528832.5303247,0.003325005245929101
thelio,109198,13a1247e-9891-4390-bf24-2131464217c8,10,1621528825.783278,1621528832.704159,0.0023565858570351256
thelio,109185,3dd4388a-3e53-4af4-929f-f6e6fe0761ea,46,1621528825.8121333,1621528832.8911266,0.0028855213279985817
thelio,109346,098d6503-c13a-46e8-b481-d3e6ba40422f,44,1621528825.8028738,1621528833.1352153,0.0035994070128811026
thelio,109346,fa51ea91-a4e9-42c5-ba49-8d181778670a,12,1621528825.7864501,1621528833.1655595,0.002447938300607343
thelio,109198,0a9c336b-5bfc-455a-b591-3a9d934b6216,26,1621528825.7959616,1621528833.2247226,0.003076099607646766
thelio,109198,d92d483a-d910-468a-b4dd-b61b7af45875,42,1621528825.806444,1621528833.5224319,0.003095396283842948
thelio,109472,ecb305ff-62f9-41f1-9afa-da63fb54df96,29,1621528825.7956815,1621528833.5787094,0.00441409484037317
thelio,109165,99416b27-684f-486a-9eb9-f9cfb51b8548,15,1621528825.7814517,1621528833.59248,0.0022417350375623694
thelio,109346,42724f67-3777-447c-9069-47427909f672,28,1621528825.796867,1621528833.610697,0.004802996337896269
thelio,109200,666cc8d3-0461-464a-be5f-ba2fbff7adac,25,1621528825.8066878,1621528833.7690616,0.0030779156967918305
thelio,109198,228ff3ab-d838-4934-8fc4-13d7f638c391,58,1621528825.8170419,1621528833.8660815,0.0033534613863645756
thelio,109173,4a88af47-acc0-4ccc-8426-939a6a92d75f,34,1621528825.8106408,1621528834.0703013,0.00272430599347679
thelio,109165,52a2aaab-1b0a-4e95-b8e5-f01819f9b93f,47,1621528825.8029819,1621528834.0904267,0.0045152732883685705
thelio,109481,938ad356-6a83-4832-be1b-9156f5a6b1fb,49,1621528825.8189275,1621528834.1420968,0.0031693459587248283
thelio,109193,e6ec174c-1745-421b-a712-3ce438bd79cb,59,1621528825.8176408,1621528834.1974726,0.002158481519816769
thelio,109211,eab127e8-4e4d-460f-9446-8de26c6335fe,0,1621528825.7865245,1621528834.2882645,0.0022305488517893506
thelio,109211,2a9bf024-a89e-4f0e-bdcc-fcc8d47c3394,16,1621528825.7968895,1621528834.301511,0.0028769001401418495
thelio,109211,932c06ee-85d6-4d2c-9b77-d2cb48f765b6,32,1621528825.807322,1621528834.3898988,0.003044502447848071
thelio,109193,c77722e1-13d8-4eae-b6ac-02af03ec3340,43,1621528825.8070607,1621528834.510631,0.002452521075414936
thelio,109173,b3f56b3a-0bda-412e-891e-18654e386be5,50,1621528825.8211267,1621528834.5109117,0.005070642461772746
thelio,109169,0b14a715-f093-42f3-aa3c-73608f9a2269,56,1621528825.8217385,1621528834.5931988,0.002343124157092903
thelio,109189,3169a262-8cde-45f8-b930-75be0b096cbd,3,1621528825.7893124,1621528834.6189368,0.0024631848221402337
thelio,109200,a5e1943d-668d-4fe8-b5cf-5355b3d745cf,9,1621528825.792788,1621528834.6810434,0.003616223265977199
thelio,109200,2939fa90-1ffc-44d1-b307-92fe1e1decf9,41,1621528825.8123121,1621528834.6873739,0.0028696389373334664
thelio,109189,4b9367da-eb4f-41b4-b314-9db191a1bd24,51,1621528825.8309522,1621528834.6901035,0.004532311966437994
thelio,109181,ad713c1c-a2f6-4fa3-b865-468479fc65d0,23,1621528825.801359,1621528834.725085,0.0025027635709546523
thelio,109207,ee16cce7-3648-4e9d-b218-1c4d6337324d,6,1621528825.7887666,1621528834.7958534,0.0022953689368238476
thelio,109172,c07d6087-532e-4883-a8c0-062010b2f5ba,52,1621528825.818401,1621528834.85812,0.0027928126432616844
thelio,109189,03cef0dd-a80b-41ee-a27a-60e4d6d86f1e,35,1621528825.8132167,1621528834.952328,0.00313654752866148
thelio,109169,a804d434-e434-46a2-af9b-49071414b205,8,1621528825.7843337,1621528834.9917655,0.002490647047581603
thelio,109211,29612e57-316f-4182-bb0c-bedddc2b32d2,48,1621528825.8182895,1621528835.0435472,0.005426310586884605
thelio,109193,d2d5c9a9-4d5d-49dc-9811-d85cff110bb5,11,1621528825.791174,1621528835.0625198,0.0033186896613792115
thelio,109189,97868274-1826-43e5-b543-caec2446a961,19,1621528825.799773,1621528834.9917824,0.0023799260258832384
thelio,109165,1f915a3b-97f8-41ed-b53d-ad101389e5d3,31,1621528825.7919128,1621528835.0767949,0.00549563993354976
thelio,109207,baeff68d-8737-410e-969d-ae029207ba6f,54,1621528825.8178704,1621528835.1055777,0.0026209519560879153
thelio,109207,5735affd-343c-4499-8223-468f7aa52ce0,38,1621528825.808037,1621528835.243464,0.002498117950982694
thelio,109172,de1a0023-4cd5-44a3-a42e-4114d1cd41b5,36,1621528825.8130395,1621528835.3009055,0.003409559135924737
thelio,109181,d20c1236-c335-4442-ab63-91f8565aed5d,39,1621528825.8116846,1621528835.3781674,0.003940585516197255
thelio,109193,bc87b31a-c3e8-4555-a425-12286a28b5c3,27,1621528825.7965317,1621528835.5317,0.005276643868067163
thelio,109200,78d44a81-e5ee-4de5-a912-93367d3c3a5f,57,1621528825.8331127,1621528835.5885077,0.004795067753905063
thelio,109207,09015f14-3bb8-4069-8240-a1f22660bee0,22,1621528825.7992187,1621528835.6389222,0.0032908719137600267
thelio,109181,48be5deb-3e81-4f7d-bb43-2c0b7f71d9fc,55,1621528825.8172317,1621528835.6926167,0.0043664292790205825
thelio,109481,7cc0c98a-9715-484b-8331-8e2e0d14f0c1,17,1621528825.79446,1621528835.7507331,0.0036632272568881004
thelio,109169,b866b93a-9c17-469d-8f73-5c61f7b43b88,40,1621528825.8077893,1621528835.8051913,0.004811038774189943
thelio,109172,e7676adb-4cd5-411a-a1aa-d15a42d2f7e2,20,1621528825.7988913,1621528835.8404734,0.003069860049247064
thelio,109173,99cb47b0-8f70-4400-9789-2e3487053c6a,18,1621528825.8033218,1621528835.9443145,0.0027635370056021363
thelio,109173,4f4f161e-bb60-429d-a22f-be77818b64b2,2,1621528825.792839,1621528836.013366,0.00428452932766091
thelio,109181,e07c83a0-b937-4361-b059-cd23ccef3309,7,1621528825.7889214,1621528836.193258,0.007118403733609656
thelio,109172,f0502226-8b0f-46f2-8451-e81cf9e972de,4,1621528825.7884636,1621528836.2802532,0.005748880266418061
thelio,109472,6ffd0529-5745-49a5-b058-ac67c5462041,61,1621528832.5914695,1621528836.3029165,0.00277739751418008
thelio,109472,b4d3fe71-8a9a-4bed-b383-75d8dc555201,63,1621528832.8651454,1621528836.3174427,0.0036183183698102915
thelio,109481,d4a10052-bb85-4e88-abae-1c7652b35261,33,1621528825.806694,1621528836.3200362,0.004064332993469357
thelio,109185,3679fc5d-b16a-4155-8699-7b60783a1339,60,1621528832.4253006,1621528836.3628645,0.00277739751418008
