step,hostname,pid,uuid,birth_id,start_eval_time,stop_eval_time,fitness
0,thelio,46624,4f9c5b72-a861-446a-8f95-3609f6a82bc0,0,1621545041.6720848,1621545049.9065588,0.0024598760997628414
0,thelio,46411,80789a9f-cd90-47b6-a15f-7f7bbcfe912f,1,1621545041.6698585,1621545051.1887908,0.0037184066213445622
0,thelio,46691,4ab43988-b053-497a-b9b6-383f35560f3f,2,1621545041.6787612,1621545048.463799,0.0020083856296581647
0,thelio,46383,99ab0429-e7e0-46cf-a66b-5759c5e6d837,3,1621545041.6789649,1621545049.4845743,0.002348711232883734
0,thelio,46386,a21b6be7-0838-42da-b467-cc4d94e124b5,4,1621545041.6723268,1621545050.724322,0.003659504125382593
0,thelio,46414,197aee5e-9e36-464b-a216-9deee7fce7a5,5,1621545041.6732993,1621545051.71847,0.004099749713922232
0,thelio,46405,50558623-8deb-4fc9-be1a-85734375909b,6,1621545041.6733468,1621545050.6303663,0.003132886989214441
0,thelio,46420,f1cb48d4-69c1-45a5-8a0f-29cbce258144,7,1621545041.6733537,1621545050.4823236,0.0025536887013092443
0,thelio,46408,f655c544-70dc-4314-bc61-64c25006ebaa,8,1621545041.6747613,1621545050.2415917,0.003102858153523615
0,thelio,46392,e234f2d9-283a-4bda-8777-5eb1bf774ab9,9,1621545041.668086,1621545051.9486032,0.0045360138772182895
0,thelio,46390,a1a2762c-492e-4fc6-8e24-0c1fdff3d49a,10,1621545041.676663,1621545049.7177644,0.0023754084036795887
0,thelio,46398,d9200d1f-61b1-4746-82e0-992b6cb9570b,11,1621545041.6796558,1621545053.0025356,0.008691432134299123
0,thelio,46401,07294daf-8ff7-467f-99a0-ab82dd3e56b9,12,1621545041.6759453,1621545050.6999285,0.007468455878697822
0,thelio,46558,65870a8c-f23d-4ba5-adf6-1847242f9d30,13,1621545041.6727028,1621545049.0972264,0.0038748378389597917
0,thelio,46424,0c083264-6b17-4add-8f22-abbf269f81fb,14,1621545041.6759865,1621545048.2618513,0.0026383688293743616
