Episode,Reward,TrainTime,Position,Velocity,Angle,RotationalVelocity
0,33.0,0.0032339096069335938,-0.03630176931619644,-0.03940886631608009,0.027506807819008827,-0.019727762788534164
1,131.0,0.011038064956665039,0.023117247968912125,0.0009874373208731413,-0.005737473722547293,-0.017588037997484207
2,105.0,0.008091211318969727,0.023117247968912125,0.0009874373208731413,-0.005737473722547293,-0.017588037997484207
3,121.0,0.009800910949707031,0.023117247968912125,0.0009874373208731413,-0.005737473722547293,-0.017588037997484207
4,62.0,0.005532979965209961,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
5,35.0,0.0029511451721191406,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
6,35.0,0.0033309459686279297,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
7,152.0,0.011399984359741211,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
8,67.0,0.005280017852783203,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
9,54.0,0.0041730403900146484,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
10,95.0,0.007234811782836914,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
11,78.0,0.006314992904663086,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
12,115.0,0.008977174758911133,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
13,56.0,0.00459599494934082,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
14,124.0,0.009625911712646484,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
15,177.0,0.013856887817382812,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
16,144.0,0.010663986206054688,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
17,136.0,0.010023117065429688,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
18,104.0,0.008034944534301758,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
19,29.0,0.002844095230102539,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
20,111.0,0.008659839630126953,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
21,129.0,0.01005697250366211,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
22,125.0,0.009954690933227539,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
23,99.0,0.0078887939453125,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
24,135.0,0.010991811752319336,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
25,145.0,0.011388063430786133,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
26,88.0,0.007692098617553711,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
27,106.0,0.008334159851074219,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
28,132.0,0.011071920394897461,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
29,87.0,0.0068209171295166016,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
30,111.0,0.008856773376464844,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
31,111.0,0.008677005767822266,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
32,108.0,0.008214712142944336,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
33,146.0,0.011323928833007812,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
34,104.0,0.008226156234741211,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
35,91.0,0.00723576545715332,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
36,85.0,0.006921052932739258,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
37,177.0,0.013702154159545898,-0.04246341809630394,-0.047320496290922165,0.002163021359592676,-0.035142336040735245
