Episode,Reward,TrainTime,Position,Velocity,Angle,RotationalVelocity
0,138.0,0.009488821029663086,-0.01998750865459442,0.047420114278793335,-0.016939673572778702,-0.02970864064991474
1,18.0,0.001226186752319336,-0.0007609203457832336,-0.03903801739215851,0.044849272817373276,-0.01011398620903492
2,18.0,0.0012333393096923828,-0.0007609203457832336,-0.03903801739215851,0.044849272817373276,-0.01011398620903492
3,18.0,0.0013129711151123047,-0.0007609203457832336,-0.03903801739215851,0.044849272817373276,-0.01011398620903492
4,18.0,0.001239776611328125,-0.0007609203457832336,-0.03903801739215851,0.044849272817373276,-0.01011398620903492
5,18.0,0.0012309551239013672,-0.0007609203457832336,-0.03903801739215851,0.044849272817373276,-0.01011398620903492
6,18.0,0.0012211799621582031,-0.0007609203457832336,-0.03903801739215851,0.044849272817373276,-0.01011398620903492
7,158.0,0.009737014770507812,-0.0007609203457832336,-0.03903801739215851,0.044849272817373276,-0.01011398620903492
8,13.0,0.0009310245513916016,-0.0007609203457832336,-0.03903801739215851,0.044849272817373276,-0.01011398620903492
9,105.0,0.0065670013427734375,-0.0007609203457832336,-0.03903801739215851,0.044849272817373276,-0.01011398620903492
10,106.0,0.006711006164550781,-0.0007609203457832336,-0.03903801739215851,0.044849272817373276,-0.01011398620903492
11,69.0,0.004402875900268555,-0.0007609203457832336,-0.03903801739215851,0.044849272817373276,-0.01011398620903492
12,55.0,0.0034360885620117188,-0.0007609203457832336,-0.03903801739215851,0.044849272817373276,-0.01011398620903492
13,118.0,0.0071868896484375,-0.0007609203457832336,-0.03903801739215851,0.044849272817373276,-0.01011398620903492
14,56.0,0.0036988258361816406,-0.0007609203457832336,-0.03903801739215851,0.044849272817373276,-0.01011398620903492
15,60.0,0.003757953643798828,-0.0007609203457832336,-0.03903801739215851,0.044849272817373276,-0.01011398620903492
16,121.0,0.007568836212158203,-0.0007609203457832336,-0.03903801739215851,0.044849272817373276,-0.01011398620903492
17,75.0,0.004723072052001953,-0.0007609203457832336,-0.03903801739215851,0.044849272817373276,-0.01011398620903492
18,127.0,0.00788569450378418,-0.0007609203457832336,-0.03903801739215851,0.044849272817373276,-0.01011398620903492
19,163.0,0.0101318359375,-0.0007609203457832336,-0.03903801739215851,0.044849272817373276,-0.01011398620903492
20,19.0,0.001299142837524414,-0.0007609203457832336,-0.03903801739215851,0.044849272817373276,-0.01011398620903492
21,121.0,0.007827997207641602,-0.0007609203457832336,-0.03903801739215851,0.044849272817373276,-0.01011398620903492
22,161.0,0.009852886199951172,-0.0007609203457832336,-0.03903801739215851,0.044849272817373276,-0.01011398620903492
23,148.0,0.009387016296386719,-0.0007609203457832336,-0.03903801739215851,0.044849272817373276,-0.01011398620903492
24,124.0,0.00741124153137207,-0.0007609203457832336,-0.03903801739215851,0.044849272817373276,-0.01011398620903492
25,123.0,0.007716178894042969,-0.0007609203457832336,-0.03903801739215851,0.044849272817373276,-0.01011398620903492
26,79.0,0.005191802978515625,-0.0007609203457832336,-0.03903801739215851,0.044849272817373276,-0.01011398620903492
27,134.0,0.008430004119873047,0.03387384116649628,-0.0471414253115654,0.006784139666706324,0.00582874845713377
28,157.0,0.00974893569946289,0.03387384116649628,-0.0471414253115654,0.006784139666706324,0.00582874845713377
29,108.0,0.006733894348144531,0.03387384116649628,-0.0471414253115654,0.006784139666706324,0.00582874845713377
30,68.0,0.004338979721069336,0.03387384116649628,-0.0471414253115654,0.006784139666706324,0.00582874845713377
31,92.0,0.005789756774902344,0.03387384116649628,-0.0471414253115654,0.006784139666706324,0.00582874845713377
32,67.0,0.0043561458587646484,0.03387384116649628,-0.0471414253115654,0.006784139666706324,0.00582874845713377
33,46.0,0.002933025360107422,0.03387384116649628,-0.0471414253115654,0.006784139666706324,0.00582874845713377
34,45.0,0.002803802490234375,0.03387384116649628,-0.0471414253115654,0.006784139666706324,0.00582874845713377
35,69.0,0.0042078495025634766,0.03387384116649628,-0.0471414253115654,0.006784139666706324,0.00582874845713377
36,130.0,0.008383035659790039,0.03387384116649628,-0.0471414253115654,0.006784139666706324,0.00582874845713377
37,41.0,0.0027179718017578125,0.03387384116649628,-0.0471414253115654,0.006784139666706324,0.00582874845713377
38,116.0,0.0072629451751708984,0.03387384116649628,-0.0471414253115654,0.006784139666706324,0.00582874845713377
39,38.0,0.0024869441986083984,0.03387384116649628,-0.0471414253115654,0.006784139666706324,0.00582874845713377
40,88.0,0.005525827407836914,0.03387384116649628,-0.0471414253115654,0.006784139666706324,0.00582874845713377
41,56.0,0.0035681724548339844,0.03387384116649628,-0.0471414253115654,0.006784139666706324,0.00582874845713377
42,42.0,0.0027747154235839844,0.03387384116649628,-0.0471414253115654,0.006784139666706324,0.00582874845713377
