Episode,Reward,TrainTime,Position,Velocity,Angle,RotationalVelocity
0,134.0,0.009032964706420898,-0.041197195649147034,0.02396063134074211,-0.005223535932600498,-0.00828402116894722
1,88.0,0.005792856216430664,0.04235959053039551,0.0038083638064563274,-0.022313158959150314,0.013976463116705418
2,71.0,0.004776954650878906,0.04235959053039551,0.0038083638064563274,-0.022313158959150314,0.013976463116705418
3,167.0,0.010821342468261719,0.04235959053039551,0.0038083638064563274,-0.022313158959150314,0.013976463116705418
4,153.0,0.010185956954956055,0.04235959053039551,0.0038083638064563274,-0.022313158959150314,0.013976463116705418
5,190.0,0.011906147003173828,0.04235959053039551,0.0038083638064563274,-0.022313158959150314,0.013976463116705418
6,289.0,0.017757892608642578,0.04235959053039551,0.0038083638064563274,-0.022313158959150314,0.013976463116705418
7,78.0,0.005142927169799805,0.04235959053039551,0.0038083638064563274,-0.022313158959150314,0.013976463116705418
8,151.0,0.009256839752197266,0.04235959053039551,0.0038083638064563274,-0.022313158959150314,0.013976463116705418
9,128.0,0.007898092269897461,0.04235959053039551,0.0038083638064563274,-0.022313158959150314,0.013976463116705418
10,183.0,0.011046886444091797,0.04235959053039551,0.0038083638064563274,-0.022313158959150314,0.013976463116705418
11,151.0,0.009562253952026367,0.04235959053039551,0.0038083638064563274,-0.022313158959150314,0.013976463116705418
12,76.0,0.004702091217041016,0.04235959053039551,0.0038083638064563274,-0.022313158959150314,0.013976463116705418
13,198.0,0.011829137802124023,0.04235959053039551,0.0038083638064563274,-0.022313158959150314,0.013976463116705418
14,19.0,0.0012919902801513672,0.04235959053039551,0.0038083638064563274,-0.022313158959150314,0.013976463116705418
15,135.0,0.008150100708007812,0.04235959053039551,0.0038083638064563274,-0.022313158959150314,0.013976463116705418
16,209.0,0.013071060180664062,0.04235959053039551,0.0038083638064563274,-0.022313158959150314,0.013976463116705418
17,137.0,0.009041309356689453,0.04235959053039551,0.0038083638064563274,-0.022313158959150314,0.013976463116705418
18,64.0,0.004057884216308594,0.04235959053039551,0.0038083638064563274,-0.022313158959150314,0.013976463116705418
19,277.0,0.01659107208251953,0.04235959053039551,0.0038083638064563274,-0.022313158959150314,0.013976463116705418
20,172.0,0.010351896286010742,0.04235959053039551,0.0038083638064563274,-0.022313158959150314,0.013976463116705418
21,155.0,0.009234905242919922,0.04235959053039551,0.0038083638064563274,-0.022313158959150314,0.013976463116705418
22,170.0,0.0101318359375,0.04235959053039551,0.0038083638064563274,-0.022313158959150314,0.013976463116705418
23,183.0,0.010998010635375977,0.04235959053039551,0.0038083638064563274,-0.022313158959150314,0.013976463116705418
24,135.0,0.008100032806396484,0.04235959053039551,0.0038083638064563274,-0.022313158959150314,0.013976463116705418
25,149.0,0.008905410766601562,0.04235959053039551,0.0038083638064563274,-0.022313158959150314,0.013976463116705418
26,123.0,0.007346153259277344,0.04235959053039551,0.0038083638064563274,-0.022313158959150314,0.013976463116705418
27,146.0,0.008774042129516602,0.04235959053039551,0.0038083638064563274,-0.022313158959150314,0.013976463116705418
28,148.0,0.008812904357910156,0.04235959053039551,0.0038083638064563274,-0.022313158959150314,0.013976463116705418
