step,hostname,pid,uuid,birth_id,start_eval_time,stop_eval_time,fitness
0,thelio,67094,689e8a3f-5beb-4a77-85a7-22f4629c4f78,0,1623453107.0196617,1623453118.5386899,0.00907377479001987
0,thelio,67076,a5d68152-596d-4e41-9bf7-b5926080ac12,1,1623453107.0251427,1623453115.5293248,0.0027058421685268253
0,thelio,67069,f68172a6-29b1-4a14-b215-64230773810a,2,1623453107.0222101,1623453117.2950928,0.0031272551702268754
0,thelio,67302,ec74fadc-12bc-4e3c-bc8e-3294ad9e5551,3,1623453107.0198014,1623453113.9179077,0.0020051218441546983
0,thelio,67080,667e18e7-e105-4094-aeb5-52f98d1d0fba,4,1623453107.0266907,1623453116.8366044,0.007481242933102794
0,thelio,67063,276b9782-b943-436f-8e06-fc0ac48b82de,5,1623453107.0204406,1623453115.8090558,0.002569426371901817
0,thelio,67085,c31caab9-2368-410b-8355-fc14f7c9f5af,6,1623453107.0143528,1623453115.9037497,0.002629593149180212
0,thelio,67102,d3fb1f85-a7b6-4a86-a72f-3c2433259abe,7,1623453107.0213745,1623453114.6513853,0.0024467114709584683
0,thelio,67090,70029cc2-b514-4a58-b02b-0bd83cca14cd,8,1623453107.0211926,1623453116.571159,0.003521980226676677
0,thelio,67088,456d3ead-42f3-4807-a586-c77f7ec62a00,9,1623453107.0208976,1623453116.510388,0.006908975741947232
0,thelio,67098,693a6eaf-349c-4131-8553-6d093d26d35e,10,1623453107.0188954,1623453118.136693,0.007323440613554324
0,thelio,67323,1bfb52bd-f6b9-472a-8f29-ea590ecad74b,11,1623453107.021291,1623453116.827444,0.0037496521822911895
0,thelio,67298,1a113d5a-b8df-4cbe-a808-e2d4e16f4677,12,1623453107.0215333,1623453113.3398457,0.0029001476162313655
0,thelio,67072,519d2783-80b1-4b9e-92eb-5b6a2cc1c139,13,1623453107.0175328,1623453113.5572813,0.0027692665046307016
0,thelio,67059,d0c85e28-554e-47e1-9704-8663812cbe9c,14,1623453107.0179975,1623453113.512718,0.0027902037525850535
0,thelio,67066,c51fdcaf-efde-4356-af6a-a35e0a5e4289,15,1623453107.0180433,1623453114.5392401,0.003756978935310116
