step,hostname,pid,uuid,birth_id,start_eval_time,stop_eval_time,fitness
0,thelio,42948,b1fc7d34-2247-4e1a-b773-0202f83aa970,0,1623505613.209744,1623505622.0579133,0.0022294407841126503
0,thelio,42937,c593cf10-632d-4a14-8998-26386330a570,1,1623505613.215995,1623505624.7267137,0.005353311339091958
0,thelio,43208,6d424e95-b52e-4a3b-9c3e-a523c75a7fe8,2,1623505613.212533,1623505621.15691,0.002241237381577852
0,thelio,42918,623457cc-ab1d-4725-8824-5c5ec39437b5,3,1623505613.2197216,1623505622.7600546,0.004808947136120187
0,thelio,42951,1c185ceb-a0db-4544-a813-c0bdedead3d3,4,1623505613.2131653,1623505620.9271367,0.0022965635683017244
0,thelio,42946,1c828774-feab-4939-917e-085a1d6be3ac,5,1623505613.2107923,1623505622.272007,0.002658696626529647
0,thelio,42940,67b6fc6f-1c95-4eb8-9c19-6ec3ad7bdb6b,6,1623505613.2102883,1623505620.6935575,0.0019801479917095875
0,thelio,42924,95402b86-ae48-4f8d-8845-c58eb4bad461,7,1623505613.2100785,1623505623.476,0.0035687543033572577
0,thelio,42956,c9b90b8a-bfe9-4e88-8a8b-9b7ef0de9979,8,1623505613.2094219,1623505622.7438889,0.0028640549762725133
0,thelio,42943,14762278-c619-4ee6-9430-fdabcea945ac,9,1623505613.2126136,1623505622.7276795,0.0024449337455630924
0,thelio,42929,efb7c3fb-6761-4a82-8237-a57d72e65f6f,10,1623505613.2170208,1623505621.0662704,0.002250907471601239
0,thelio,43090,d4722fdd-4ce9-4228-9204-758103672076,11,1623505613.2131546,1623505621.419088,0.0029925281034923422
0,thelio,42914,5b74b451-66e6-4ed9-8de6-2e0ae41a631c,12,1623505613.203684,1623505621.2930343,0.004170809707071818
0,thelio,42931,2856e99e-2586-461d-ae37-493bffdf7990,13,1623505613.2103655,1623505620.1758192,0.002303511310792028
0,thelio,42921,596b48e8-b8c5-4819-88b3-e6bd2ec19a5b,14,1623505613.2101781,1623505619.8750615,0.0031210808943631365
0,thelio,43223,397f6739-dd4d-45ae-b345-012f47158a9c,15,1623505613.2100134,1623505619.3877897,0.002276162043723674
0,thelio,42948,817974c0-b5ff-456d-a78b-9e03a7799554,16,1623505613.2201824,1623505622.501028,0.0030677768085385208
0,thelio,42937,1375777b-09a4-4b13-81db-befd3e9e30bc,17,1623505613.2264128,1623505625.4653401,0.0058450176523670615
0,thelio,43208,df6032b7-d85f-4bb6-86ad-2367b0d9f299,18,1623505613.222976,1623505622.6480105,0.004617616220233864
0,thelio,42918,58e7a318-4c48-4d45-93f8-7a39f1bdab0b,19,1623505613.2251148,1623505622.1536329,0.00286311942235242
0,thelio,42951,f2dc8412-817d-4c43-8c62-b6a8b76271cd,20,1623505613.2236345,1623505622.5337644,0.003742340835402403
0,thelio,42946,4672c28e-3d4a-4cc3-8bea-aa14ce6b43b1,21,1623505613.2212334,1623505622.8150485,0.0025756773330287766
0,thelio,42940,7c4f7091-aa62-4a83-9c54-30b7cea2fa3c,22,1623505613.220832,1623505620.9147708,0.002763490448972155
0,thelio,42924,445ce91a-904d-4f31-95a4-b2202880be5d,23,1623505613.220629,1623505623.2820654,0.005168698489184711
0,thelio,42956,0e84e994-1482-44f9-9dc7-3250a36536c0,24,1623505613.219854,1623505622.4971216,0.00246527574397828
0,thelio,42943,21a6516f-74ca-4b25-8029-785c7e5f360e,25,1623505613.217941,1623505622.7479954,0.002476839833854566
0,thelio,42929,351bb4e0-ceda-4ed3-bcf1-c32d49062d9a,26,1623505613.2306333,1623505621.1787684,0.0023797370328728744
0,thelio,43090,23eaba91-6b16-486e-935f-796abe79e831,27,1623505613.2235684,1623505621.6681004,0.0023060733062298692
0,thelio,42914,63ca2eb3-7045-4977-aa99-4bad9712ed68,28,1623505613.21405,1623505620.461651,0.003130893933728672
0,thelio,42931,0e16b8af-1299-409c-a52c-3efa41642efd,29,1623505613.2207983,1623505619.351345,0.0022853044573390336
0,thelio,42921,a6a5548b-7d5f-46a7-90b8-a9802bb87f02,30,1623505613.2154896,1623505619.25112,0.0023026805752985845
0,thelio,43223,4889c3c4-2df8-485d-bbdb-b1c7a881cff0,31,1623505613.2202883,1623505620.2515054,0.0025032307114729443
0,thelio,42948,6b938b44-df94-43e4-8ab2-6603fea6a834,32,1623505613.2307038,1623505622.2312696,0.003321196395462938
0,thelio,42937,58b28316-2be8-4d3a-beb9-ee94b44f1f90,33,1623505613.2342968,1623505623.2420967,0.0033657204103357498
0,thelio,43208,23bebb9a-29dc-49fc-9dd8-a66c5113c544,34,1623505613.2375634,1623505622.682646,0.0037672494286458643
0,thelio,42918,8e872518-875d-4b3f-b556-35f8ddfb97e0,35,1623505613.2435799,1623505622.7838054,0.005494004038820695
0,thelio,42951,9d847f96-fc11-46be-a5a4-9fac040cd8f5,36,1623505613.2361372,1623505622.3549302,0.0031452743185970806
0,thelio,42946,1b2c7997-9bb4-466a-b4c2-a36ca316eb9c,37,1623505613.235509,1623505623.1654289,0.004691654451409699
0,thelio,42940,9be395d0-61c1-45a4-99f0-9a86d840b585,38,1623505613.2287195,1623505621.070474,0.00253463636421389
0,thelio,42924,8d9fc216-40d8-4ddd-bd45-3fdf33a500a0,39,1623505613.2361197,1623505624.2287807,0.003081056674351588
0,thelio,42956,7f8d850b-fc24-41ad-8b66-0bc1814a392d,40,1623505613.2278311,1623505622.9463263,0.003151417734637601
0,thelio,42943,5e732d5c-0ba5-4894-afa4-d86edff2d4bb,41,1623505613.2352564,1623505622.993671,0.0028535536800663795
0,thelio,42929,b648d765-62c2-4f16-861b-c8e49db5859d,42,1623505613.2362812,1623505620.4227152,0.0019104574709630415
0,thelio,43090,22185128-c3b2-4c9c-aae2-ff837bd88ec3,43,1623505613.2371457,1623505621.4797769,0.0023206010425377206
0,thelio,42914,4f4823af-6fb5-4f3b-8d09-ba4debe1e89f,44,1623505613.2219365,1623505620.2136016,0.002139131998601879
0,thelio,42931,81b7b756-3fbf-4f6d-9bb9-b19d59d6f86e,45,1623505613.2361128,1623505620.2167768,0.003676151326184222
0,thelio,42921,5ed6ef57-2e2e-4324-8e0e-ca80a70bfee2,46,1623505613.2261152,1623505620.79348,0.003928401395825654
0,thelio,43223,7d3fd60b-d56b-4483-85c9-fa94efede3ad,47,1623505613.2365217,1623505620.687652,0.006713466344889704
0,thelio,42948,f5002240-3681-481e-a76b-a42613693790,48,1623505613.2415102,1623505622.4674094,0.002605505030697278
0,thelio,42937,0a76fd1d-d88d-46f0-92a6-2ae1e124132c,49,1623505613.2522316,1623505626.2438734,0.008903679344375188
0,thelio,43208,886981f6-9758-4360-8f56-6f8689e0ce97,50,1623505613.2482247,1623505621.3680856,0.0022030403451972934
0,thelio,42918,0bd9e250-a0fc-4987-96ed-cf2b92d12e2d,51,1623505613.2542582,1623505621.488482,0.002922256070242585
0,thelio,42951,5d6b4657-e6a9-43a9-a472-2b90979b6b6f,52,1623505613.2501435,1623505621.5348856,0.0032783417005467267
0,thelio,42946,e3ba0bf0-865f-4daf-a6e5-87c64ec34263,53,1623505613.2459826,1623505621.8553634,0.002194288664712665
0,thelio,42940,6e592c51-928a-4a43-84e0-4599510978a7,54,1623505613.2421362,1623505620.7778924,0.003427272665925451
0,thelio,42924,6c09b9b5-56b8-4a34-9ef4-a25e9535cf52,55,1623505613.2415514,1623505624.1848075,0.0026728929313840303
0,thelio,42956,cfc74665-14de-4d4a-bb3f-ae0fec90c7f0,56,1623505613.2461832,1623505624.1110752,0.007094459425117103
0,thelio,42943,ad39169a-5310-4862-bbd4-33238219a11e,57,1623505613.245852,1623505623.8875334,0.007468325480675339
0,thelio,42929,e5733736-66d2-4992-8757-406cb4bf8ef5,58,1623505613.2530887,1623505621.3646772,0.002695166018438324
0,thelio,43090,c7c8f73a-d4f4-47db-b3bf-e64f6fcdb523,59,1623505613.251633,1623505621.1382368,0.002267017462362314
0,thelio,42948,64b8577b-1197-4436-aa0d-7bcfa0b7df2a,60,1623505629.2130215,1623505637.6591208,0.0022549123883670572
0,thelio,42937,d0e29c1f-dc35-4c87-bed1-e634cd2cc236,61,1623505629.2136486,1623505639.4794798,0.004093851969143876
0,thelio,43208,2cf3840e-a8c2-497f-a5ca-6b5dc202e8bd,62,1623505629.212554,1623505637.8999805,0.0034813490387194104
0,thelio,42918,6adaf580-5429-4680-a455-1aaba2e4c3c6,63,1623505629.213495,1623505638.3927386,0.00310273010596076
0,thelio,42951,ff893e3a-1294-4ae7-99b5-3e674e1a313d,64,1623505629.2153118,1623505637.9644313,0.003024178557481268
0,thelio,42946,5d903394-8c77-41ba-9095-b8dbd74ad178,65,1623505629.2157016,1623505637.9695811,0.003024178557481268
0,thelio,42940,a4a80446-b9e5-48d1-973f-baed7e4a14a9,66,1623505629.2158551,1623505637.533974,0.003223390758594254
0,thelio,42924,b80c2763-ba3b-48cb-9177-a18fe59b84ae,67,1623505629.2151291,1623505638.649417,0.0035492719112505447
0,thelio,42956,b68a9897-c2be-4e0e-bf31-55bb836e82f0,68,1623505629.216455,1623505636.9222367,0.003449540918550234
0,thelio,42943,5d304480-44bd-4c4e-afb1-107a6157d2b0,69,1623505629.21779,1623505637.8990288,0.002488939120599573
0,thelio,42929,2d8ec37b-674b-4482-a167-425b15f93719,70,1623505629.2159903,1623505638.8776379,0.002632947694805698
0,thelio,43090,758d719c-2bf4-49f1-8e98-c07380dea39c,71,1623505629.216817,1623505638.5495784,0.0026070790724051973
0,thelio,42914,d7132b86-64a7-4689-836c-b29ca7cc7a97,72,1623505629.213684,1623505636.1920393,0.003024178557481268
0,thelio,42931,d9d36083-4be1-423d-ae30-27fda1926d34,73,1623505629.2145586,1623505635.0250936,0.0034892631211851507
0,thelio,42921,b04c4b16-96b5-49f4-ab9d-422841b5588f,74,1623505629.213453,1623505635.8146691,0.003528579289098549
0,thelio,43223,250b04fc-da2d-4d97-904e-eb7b0b562f75,75,1623505629.2133973,1623505636.1731544,0.0035340635193798183
0,thelio,42948,a31220e6-f848-41a3-ac97-9f7faac2c40b,76,1623505629.2299137,1623505637.6136107,0.0034892631211851507
0,thelio,42937,1a0499cf-64b2-4f1f-95a7-098c4f129a42,77,1623505629.230333,1623505639.3973575,0.0030975834813231334
0,thelio,43208,18017948-be00-4a93-9f05-ade67d85d7a8,78,1623505629.2259865,1623505637.7612102,0.0035664460848322263
0,thelio,42918,3ce45e59-df32-47ed-ba36-e5cdd43dacb5,79,1623505629.230171,1623505638.364485,0.005312759292708804
0,thelio,42951,52abb12b-bf2d-43b3-b0e1-22c3e2f57513,80,1623505629.225871,1623505637.2296124,0.0031478356781660935
0,thelio,42946,78c07e56-d64c-4e6f-ab2c-2256d365fa94,81,1623505629.229286,1623505638.5529056,0.0066350906585071895
0,thelio,42940,7214d56c-58c9-42a5-b6bf-ce1567d94a59,82,1623505629.2281258,1623505637.2122905,0.0026070790724051973
0,thelio,42924,6f23315f-4f0e-4cb5-857b-4a6d81d27ec4,83,1623505629.2273023,1623505639.923263,0.009462192897385067
0,thelio,42956,530e39f2-ff29-468b-83a0-3eb5b3f380c7,84,1623505629.228811,1623505638.3534548,0.003442159995632278
0,thelio,42943,a7060361-87c6-4060-b1bf-4ba934fbe1a2,85,1623505629.229986,1623505638.7566538,0.009179209788364263
0,thelio,42929,e93c3020-e4ef-4552-b2c0-615861b6e796,86,1623505629.2269073,1623505638.3580086,0.005299406430692425
0,thelio,43090,f6750005-6bfd-4902-80fc-1da5311a39c6,87,1623505629.2293954,1623505638.7186112,0.003442159995632278
0,thelio,42914,669a80e5-5394-4961-b991-1078cf54560e,88,1623505629.2261143,1623505636.6297762,0.0034315306034021836
0,thelio,42931,90c5ce78-1259-4453-93fb-3c16f54eea4b,89,1623505629.224863,1623505635.5267897,0.003442159995632278
0,thelio,42921,aabf5a3b-f735-49df-a9b8-cb964e8f1b73,90,1623505629.230117,1623505635.0883067,0.004355920625305398
0,thelio,43223,55720694-4ac1-4253-9c22-f933ba1d170b,91,1623505629.2279708,1623505635.6523414,0.004334343932295501
0,thelio,42948,2f0739d3-5787-4958-b865-cd6c7e2711b9,92,1623505629.243658,1623505637.8911939,0.003024178557481268
0,thelio,42937,e58380fd-f40c-4b01-86f7-69969fdd1e98,93,1623505629.243398,1623505639.833398,0.005312759292708804
0,thelio,43208,c2979769-5749-4d15-b12e-e6bc8aa5460b,94,1623505629.2389839,1623505638.9670537,0.009179159457405035
0,thelio,42918,e6465199-a797-45a0-b96a-3ac9da3ef383,95,1623505629.2434206,1623505636.9284904,0.0026070790724051973
0,thelio,42951,6e8c0539-e0ec-4e5d-841d-ea695aa54c37,96,1623505629.2329652,1623505636.7695231,0.0030624117296311933
0,thelio,42946,6058d733-32f6-48c5-a433-70f9a355e928,97,1623505629.234538,1623505636.791875,0.0021717894095652367
0,thelio,42940,cbc3b180-4b55-4c2f-a24d-75cc6e30f8ac,98,1623505629.248472,1623505637.5771286,0.0034892631211851507
0,thelio,42924,3fdbff7e-e86e-4faa-aea6-4849c69a734b,99,1623505629.2451282,1623505639.3206801,0.004070979641543911
0,thelio,42956,e0195c5c-7466-49fd-9130-ba1cd3beae91,100,1623505629.2483852,1623505638.526628,0.005551978634114906
0,thelio,42943,a5bfbfee-ab98-4fb3-a3fe-1941178105c7,101,1623505629.2405999,1623505637.1862385,0.003528579289098549
0,thelio,42929,60acfa14-7b71-4507-85d9-578afaf4d08a,102,1623505629.2375743,1623505638.8460567,0.0030624117296311933
0,thelio,43090,a231082c-3b17-4131-a6ec-8c4e58b07a25,103,1623505629.2460575,1623505638.5784686,0.002397908267888606
0,thelio,42914,d8050b0e-341f-402b-b6d3-69d87fcdc338,104,1623505629.2524815,1623505636.2560241,0.003679188707200025
0,thelio,42931,f1f31848-d200-4c48-953a-ef14161620fa,105,1623505629.2377229,1623505636.065103,0.003666711983712499
0,thelio,42921,2bfd52c7-57cf-4474-8310-66ae5a2bc4eb,106,1623505629.2404852,1623505635.6522655,0.002846089411027081
0,thelio,43223,2a54a247-561b-4e97-ac98-682a9f43dc68,107,1623505629.2528377,1623505634.838008,0.002071577301772219
0,thelio,42948,ebc73d0c-3adf-40d7-9f3c-6e11c5444163,108,1623505629.2638996,1623505637.8416948,0.0031210463912034843
0,thelio,42937,1e204761-ecc5-4f1b-91cb-0961ee92999d,109,1623505629.2607768,1623505639.7615554,0.004093851969143876
0,thelio,43208,c705918b-40af-4da1-a6c8-1872d5271759,110,1623505629.244345,1623505637.546929,0.00238287882930376
